id,primary_property_type
252217,Fitness Center/Health Club/Gym
252095,Office
103182,Multifamily Housing
251358,K-12 School
158873,Multifamily Housing
114282,Multifamily Housing
159740,Multifamily Housing
206858,Multifamily Housing
240540,Multifamily Housing
142710,Multifamily Housing
251214,Mixed Use Property
252091,Other - Recreation
135179,Multifamily Housing
260116,Multifamily Housing
101503,
132388,
174184,
159981,Multifamily Housing
160246,Multifamily Housing
260104,Multifamily Housing
159736,Multifamily Housing
175736,Multifamily Housing
101834,Office
243596,Multifamily Housing
239994,Multifamily Housing
250093,Multifamily Housing
256249,Office
118737,Retail Store
101890,College/University
105070,Multifamily Housing
100572,
105739,Multifamily Housing
112395,Multifamily Housing
256562,
152061,
160217,Hotel
254368,Hospital (General Medical & Surgical)
251649,K-12 School
102487,Multifamily Housing
244535,Multifamily Housing
254050,Multifamily Housing
251424,K-12 School
114201,Multifamily Housing
100984,
173781,
158236,Hotel
159963,
251671,K-12 School
118831,Retail Store
242633,Multifamily Housing
251413,
101827,
101593,Multifamily Housing
175296,
114819,Multifamily Housing
256530,Multifamily Housing
129459,Laboratory
157587,
105709,
256816,
252035,Multifamily Housing
115022,Multifamily Housing
101950,Office
117348,Multifamily Housing
251396,K-12 School
256431,Residence Hall/Dormitory
119405,
135032,Office
103593,
256710,
135812,
251865,K-12 School
243745,Multifamily Housing
251769,Office
100334,Multifamily Housing
256797,Multifamily Housing
158121,Financial Office
254038,Multifamily Housing
255924,Office
256730,K-12 School
157599,Multifamily Housing
252023,K-12 School
157988,Hotel
251632,K-12 School
100252,Multifamily Housing
251270,Multifamily Housing
255920,Multifamily Housing
114125,Multifamily Housing
103617,College/University
100729,Office
101755,Office
256737,K-12 School
158874,K-12 School
166264,Multifamily Housing
125766,
162224,College/University
159524,Multifamily Housing
126258,Supermarket/Grocery Store
251490,K-12 School
256812,
117948,Senior Living Community
251421,K-12 School
160299,Multifamily Housing
172181,Worship Facility
173730,Multifamily Housing
101797,Office
251890,K-12 School
251504,K-12 School
251500,K-12 School
256808,
255943,
251964,Office
235635,Multifamily Housing
110848,Laboratory
102311,
240959,Multifamily Housing
254113,Multifamily Housing
103780,Hotel
256426,College/University
160219,Hotel
157767,K-12 School
102331,K-12 School
104384,
251511,K-12 School
251528,K-12 School
252121,Hotel
251765,Multifamily Housing
254069,Multifamily Housing
175244,
251706,K-12 School
176018,
173655,Hotel
251339,College/University
158647,Multifamily Housing
157159,Strip Mall
160388,Multifamily Housing
172131,Office
159905,Multifamily Housing
101868,Office
255940,Multifamily Housing
158412,Mixed Use Property
142232,Multifamily Housing
175474,Office
254316,Other - Specialty Hospital
160375,Multifamily Housing
113485,Multifamily Housing
172387,
124236,Enclosed Mall
175728,Multifamily Housing
254012,Multifamily Housing
175695,
251334,College/University
251669,K-12 School
173934,Multifamily Housing
251405,K-12 School
101856,Office
146897,
253995,
254045,Multifamily Housing
105441,Multifamily Housing
103782,Hotel
254993,Multifamily Housing
175291,Multifamily Housing
253963,Multifamily Housing
103781,Office
251463,K-12 School
251858,K-12 School
252294,Multifamily Housing
114455,Multifamily Housing
240573,Multifamily Housing
161150,College/University
159652,Multifamily Housing
132798,Office
130442,Office
251721,K-12 School
256434,College/University
160270,Multifamily Housing
239488,Multifamily Housing
158295,Hotel
251691,K-12 School
172385,Pre-school/Daycare
104263,Multifamily Housing
105006,Multifamily Housing
250033,Other - Recreation
103699,Office
102079,Fitness Center/Health Club/Gym
172347,Multifamily Housing
175263,Multifamily Housing
101643,Multifamily Housing
256799,Multifamily Housing
252085,Multifamily Housing
251314,Multifamily Housing
253980,Multifamily Housing
254246,Multifamily Housing
111553,Multifamily Housing
251219,Multifamily Housing
173767,Multifamily Housing
251531,
251570,K-12 School
244591,Multifamily Housing
242188,Multifamily Housing
160395,Multifamily Housing
251866,K-12 School
254570,Multifamily Housing
175826,Multifamily Housing
251610,K-12 School
250048,K-12 School
101185,Data Center
158219,Hotel
200849,Multifamily Housing
106113,Multifamily Housing
252312,Senior Living Community
254055,Multifamily Housing
174693,
250040,K-12 School
113764,Multifamily Housing
167641,K-12 School
175915,Strip Mall
164102,
159999,Multifamily Housing
242661,
251766,Multifamily Housing
251244,Multifamily Housing
251893,K-12 School
158780,Other
251485,
251482,K-12 School
251480,K-12 School
107970,Other
254357,Multifamily Housing
260008,Multifamily Housing
256608,
160163,Senior Living Community
156609,Retail Store
101929,
244817,Multifamily Housing
172124,Office
256658,Multifamily Housing
102610,Multifamily Housing
251523,K-12 School
256647,
102460,Museum
140794,Multifamily Housing
146019,
175400,Multifamily Housing
175172,Multifamily Housing
101549,Financial Office
112468,Multifamily Housing
175978,Senior Living Community
137211,
251566,K-12 School
135082,
251298,Outpatient Rehabilitation/Physical Therapy
251965,Fitness Center/Health Club/Gym
158739,Multifamily Housing
252094,Multifamily Housing
101788,Office
173929,
256798,
133858,"Repair Services (Vehicle, Shoe, Locksmith, etc.)"
251903,K-12 School
256439,College/University
244282,Multifamily Housing
160278,Multifamily Housing
175658,Multifamily Housing
115775,
105864,Mixed Use Property
158215,Residence Hall/Dormitory
254159,College/University
115860,Multifamily Housing
175085,
237798,
131155,Office
254072,Multifamily Housing
253946,Multifamily Housing
251705,
172772,Multifamily Housing
102550,
102286,Medical Office
100320,Multifamily Housing
113573,Multifamily Housing
237722,Multifamily Housing
115316,
256573,
243247,Multifamily Housing
175733,
252027,K-12 School
255091,
260091,Multifamily Housing
253983,Multifamily Housing
172788,
175876,Multifamily Housing
106819,K-12 School
128007,
159812,Multifamily Housing
231271,Multifamily Housing
158095,Office
172037,
254052,Multifamily Housing
100867,Hospital (General Medical & Surgical)
172078,Worship Facility
254082,Multifamily Housing
255758,
105533,Residence Hall/Dormitory
116166,Multifamily Housing
239096,Multifamily Housing
254384,K-12 School
159728,Multifamily Housing
222150,Multifamily Housing
255783,
165274,Multifamily Housing
156874,Senior Living Community
156573,
134776,Hotel
149732,Multifamily Housing
251618,
173961,Multifamily Housing
252048,Office
175973,Multifamily Housing
165353,Supermarket/Grocery Store
251347,K-12 School
101676,Office
175433,
101960,Other - Entertainment/Public Assembly
256728,
160370,Multifamily Housing
254158,College/University
101547,
173671,Office
158526,Hotel
232062,Multifamily Housing
167479,
252047,College/University
256457,
256767,
101901,Hotel
254364,Hotel
105252,Multifamily Housing
252125,Hotel
256796,Hotel
256792,
251689,K-12 School
208356,K-12 School
251900,K-12 School
251565,K-12 School
103849,Multifamily Housing
251677,K-12 School
168174,K-12 School
242162,Multifamily Housing
129303,Supermarket/Grocery Store
173683,
251234,Multifamily Housing
251473,K-12 School
113509,Multifamily Housing
256561,
175258,Multifamily Housing
115605,Multifamily Housing
244449,Multifamily Housing
251295,Senior Living Community
251368,K-12 School
232841,Multifamily Housing
111038,Multifamily Housing
101537,
175357,Retail Store
159513,Multifamily Housing
254105,Multifamily Housing
242264,Multifamily Housing
252269,Multifamily Housing
251719,K-12 School
254534,Multifamily Housing
103601,Office
173818,Multifamily Housing
251320,Supermarket/Grocery Store
254074,Multifamily Housing
233920,Multifamily Housing
117398,Multifamily Housing
115692,
104206,Multifamily Housing
255090,
101854,Office
101804,Office
125543,
243937,Multifamily Housing
117702,K-12 School
159800,Multifamily Housing
251737,K-12 School
255021,K-12 School
254022,Multifamily Housing
118700,Retail Store
252261,Multifamily Housing
254107,
251391,K-12 School
175825,Multifamily Housing
158405,Office
160440,
251224,Office
172065,Strip Mall
159954,Multifamily Housing
254115,Multifamily Housing
250111,Multifamily Housing
101989,Multifamily Housing
251759,K-12 School
125048,Office
159000,K-12 School
175190,
175850,Supermarket/Grocery Store
251452,K-12 School
240400,Multifamily Housing
251888,K-12 School
251960,
251583,K-12 School
250054,K-12 School
175292,Retail Store
134953,Office
100469,
251407,K-12 School
256789,
103687,Office
251210,Senior Living Community
110223,K-12 School
165827,Multifamily Housing
250021,Other - Recreation
158774,
252251,Multifamily Housing
103640,Office
251466,K-12 School
105244,
128798,College/University
133059,Multifamily Housing
160341,Multifamily Housing
251348,
175347,Other - Public Services
251575,K-12 School
173832,Office
134895,Fitness Center/Health Club/Gym
254077,
165722,
253959,Multifamily Housing
240557,Multifamily Housing
251624,K-12 School
106108,Multifamily Housing
159807,Multifamily Housing
251411,K-12 School
113652,Multifamily Housing
242655,Multifamily Housing
173763,Multifamily Housing
175743,
250083,Multifamily Housing
174135,Multifamily Housing
171886,Multifamily Housing
105987,Multifamily Housing
251438,K-12 School
256827,K-12 School
102585,College/University
140928,
106109,Multifamily Housing
255756,K-12 School
173935,
159187,
251912,K-12 School
173617,Office
254043,Multifamily Housing
101329,
256809,
100485,Multifamily Housing
175793,
160070,Multifamily Housing
121222,Multifamily Housing
103733,Office
160329,Multifamily Housing
100598,K-12 School
101762,Courthouse
256781,College/University
252077,
172900,Senior Living Community
252046,Fitness Center/Health Club/Gym
165717,College/University
251477,
254536,Multifamily Housing
172306,Office
254309,Multifamily Housing
146828,Multifamily Housing
105288,K-12 School
173927,Residence Hall/Dormitory
251908,K-12 School
251414,K-12 School
251777,Multifamily Housing
119450,Retail Store
173773,Multifamily Housing
120631,
251335,College/University
251479,K-12 School
251667,K-12 School
254061,Multifamily Housing
251215,Multifamily Housing
175415,
252021,K-12 School
130379,Office
251297,Medical Office
242643,Multifamily Housing
159810,Multifamily Housing
256819,Office
241007,Multifamily Housing
250061,Library
116644,Multifamily Housing
251605,K-12 School
251373,K-12 School
101368,Strip Mall
172064,
101718,Office
252292,Multifamily Housing
210090,Residence Hall/Dormitory
158453,
101981,Multifamily Housing
102408,College/University
173615,Multifamily Housing
175676,
103698,Office
251591,K-12 School
105768,Multifamily Housing
144572,Multifamily Housing
173907,Multifamily Housing
101954,Office
101830,
252052,Laboratory
252033,
252126,Movie Theater
175330,
158227,Multifamily Housing
103643,Office
251573,K-12 School
156406,Office
101913,Office
173863,Multifamily Housing
255008,Enclosed Mall
101013,
256784,Multifamily Housing
251419,K-12 School
251703,
256438,College/University
174189,
251545,K-12 School
113086,Multifamily Housing
135181,Office
151835,Multifamily Housing
256774,
166543,Retail Store
116536,Multifamily Housing
150282,Multifamily Housing
128321,Multifamily Housing
252044,Multifamily Housing
238554,Multifamily Housing
116876,Multifamily Housing
244102,
114291,Multifamily Housing
255022,Multifamily Housing
250067,Office
160392,Multifamily Housing
106618,Multifamily Housing
251371,
134965,
255952,Multifamily Housing
175887,Multifamily Housing
120876,Office
252107,Performing Arts
113489,Multifamily Housing
138379,Office
159044,Multifamily Housing
231019,Multifamily Housing
251702,K-12 School
254160,Office
172786,Multifamily Housing
100433,Hospital (General Medical & Surgical)
116720,Senior Living Community
160134,
251697,K-12 School
158403,College/University
251379,
130726,Multifamily Housing
254156,
250171,Multifamily Housing
160142,Office
254046,Multifamily Housing
160355,Multifamily Housing
109238,Multifamily Housing
174498,Multifamily Housing
175683,Supermarket/Grocery Store
102283,Hospital (General Medical & Surgical)
256125,
121038,
174215,Multifamily Housing
251355,K-12 School
251382,K-12 School
254343,Multifamily Housing
119223,Retail Store
256556,Multifamily Housing
114866,Multifamily Housing
250078,
175567,
251330,College/University
250164,Office
139602,
251251,Multifamily Housing
254359,Other - Recreation
103748,Laboratory
175529,Office
253987,Multifamily Housing
243578,Multifamily Housing
251736,K-12 School
124699,
251512,K-12 School
103606,Office
251699,K-12 School
101865,Office
251944,Multifamily Housing
171956,
255929,K-12 School
135103,Office
132821,
103600,Office
122919,Supermarket/Grocery Store
101039,K-12 School
101032,Multifamily Housing
255944,Hotel
260093,Multifamily Housing
253904,Multifamily Housing
251431,K-12 School
134800,Other
173817,Senior Living Community
251902,K-12 School
256440,College/University
251919,Office
117159,Residential Care Facility
156711,Office
251555,K-12 School
101507,College/University
251638,K-12 School
260083,
251870,K-12 School
173764,
251442,K-12 School
103761,Office
255011,
113752,Multifamily Housing
235008,Multifamily Housing
105044,Multifamily Housing
251685,K-12 School
175857,Multifamily Housing
252065,College/University
129735,Senior Living Community
250137,Hotel
253994,Multifamily Housing
160444,Multifamily Housing
251784,Office
251942,
239704,Multifamily Housing
159123,Multifamily Housing
251594,K-12 School
127990,Senior Living Community
260086,Multifamily Housing
101090,Multifamily Housing
251909,K-12 School
